ATP,Location,Tournament,Date,Year,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
31,Paris,French Open,25/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Lapentti N.,Tipsarevic J.,69,34,6,4,4,6,6,1,7,6,,,3,1,Completed
31,Paris,French Open,25/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Acasuso J.,Hrbaty D.,49,281,6,4,6,2,6,4,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Coria G.,14,604,5,7,6,4,6,1,6,4,,,3,1,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Hernandez O.,Minar I.,86,65,4,6,7,6,6,3,7,5,,,3,1,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Bolelli S.,Baghdatis M.,47,18,6,2,6,4,6,2,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Ventura S.,23,91,4,6,6,3,6,4,6,7,6,1,3,2,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Granollers M.,Berrer M.,51,71,6,3,3,6,6,2,6,3,,,3,1,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Garcia-Lopez G.,Roitman S.,96,87,6,2,6,4,7,6,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Odesnik W.,Canas G.,106,31,7,6,7,6,7,6,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Andujar P.,Volandri F.,151,74,6,7,6,2,6,3,6,3,,,3,1,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Lee H.T.,Bjorkman J.,52,62,6,4,6,4,6,3,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Querrey S.,1,40,6,4,6,4,6,3,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez F.,Cuevas P.,25,113,6,3,6,3,6,1,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Berdych T.,Smeets R.,13,166,6,1,6,0,6,0,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Llodra M.,Patience O.,41,128,3,6,7,6,6,3,7,5,,,3,1,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Devilder N.,Guccione C.,148,70,6,4,6,1,6,4,,,,,3,0,Completed
31,Paris,French Open,26/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Serra F.,Giraldo S.,94,181,6,4,6,3,6,2,,,,,3,0,Completed
31,Paris,French Open,27/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Capdeville P.,Zverev M.,141,81,6,1,6,4,6,2,,,,,3,0,Completed
31,Paris,French Open,27/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Ancic M.,Seppi A.,46,32,6,2,7,6,6,2,,,,,3,0,Completed
31,Paris,French Open,27/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Soderling R.,Monaco J.,44,16,6,2,6,3,6,1,,,,,3,0,Completed
31,Paris,French Open,27/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Kohlschreiber P.,10,36,6,3,6,4,6,3,,,,,3,0,Completed
31,Paris,French Open,27/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,Johansson T.,4,67,6,3,6,3,6,3,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Santoro F.,Korolev E.,50,92,7,6,6,1,6,4,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Melzer J.,Luczak P.,97,114,6,3,6,2,6,4,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Vanek J.,Huta Galung J.,93,187,6,3,7,5,6,2,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Daniel M.,Ferrero J.C.,79,24,6,7,2,2,,,,,,,0,1,Retired
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Darcis S.,5,45,6,3,6,4,6,3,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Mahut N.,28,43,6,4,6,2,6,4,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Fish M.,Calleri A.,39,54,6,7,6,4,6,2,6,4,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,Becker B.,15,103,6,1,6,3,7,6,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Hanescu V.,Sela D.,78,61,4,6,6,2,4,6,6,4,6,3,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Chela J.I.,Isner J.,42,82,2,6,3,6,7,5,6,3,6,4,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Tursunov D.,Brands D.,33,210,6,2,6,4,7,5,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Benneteau J.,Spadea V.,55,112,6,4,6,4,3,6,3,6,6,3,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Nieminen J.,Lopez M.,26,177,2,6,6,3,6,4,6,3,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Marrero D.,Crivoi V.,267,283,6,3,6,3,5,7,6,4,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Vassallo-Arguello M.,Lopez F.,107,35,7,6,6,4,3,6,4,6,6,3,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Safin M.,Lisnard J.R.,73,228,6,7,6,1,6,3,6,2,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Gicquel M.,Troicki V.,56,99,6,4,6,3,4,6,7,5,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Reynolds B.,Ascione T.,104,109,7,6,4,6,6,3,6,2,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Horna L.,Jenkins S.,102,226,6,4,5,7,6,3,6,0,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Bellucci T.,2,76,7,5,6,3,6,1,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Falla A.,Karlovic I.,108,21,3,6,7,6,7,6,5,7,6,4,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Vliegen K.,60,85,7,6,7,6,7,6,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Junqueira D.,Mannarino A.,162,186,6,1,6,2,6,2,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Ljubicic I.,Prodon E.,30,117,7,5,7,6,7,6,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Ginepri R.,Young D.,88,83,6,2,3,6,7,6,6,2,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Cilic M.,Haase R.,53,58,7,6,6,2,7,6,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Andreev I.,Starace P.,27,48,6,1,6,7,6,1,6,4,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Clement A.,59,95,7,5,6,3,6,1,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,1st Round,5,Stepanek R.,Simon G.,22,29,6,2,6,4,6,1,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Hernandez O.,19,86,2,6,1,6,6,4,6,3,6,2,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Lopez-Jaen M.A.,3,264,6,1,6,1,6,3,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Bolelli S.,Del Potro J.M.,47,68,3,6,7,6,7,5,6,2,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Almagro N.,Decoud S.,20,247,7,6,6,2,6,1,,,,,3,0,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Llodra M.,Berdych T.,41,13,6,3,4,6,5,7,6,3,6,4,3,2,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Schwank E.,Granollers M.,75,51,6,7,6,2,6,4,6,4,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Odesnik W.,Lee H.T.,106,52,6,2,4,6,6,3,6,2,,,3,1,Completed
31,Paris,French Open,28/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Murray A.,Acasuso J.,12,49,6,4,6,0,6,4,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Gulbis E.,Blake J.,80,8,7,6,3,6,7,5,6,3,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Lapentti N.,Reynolds B.,69,104,7,5,6,4,5,7,7,5,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,Nalbandian D.,145,7,3,6,4,6,6,2,6,1,6,2,3,2,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Tursunov D.,Garcia-Lopez G.,33,96,7,6,6,0,6,0,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Nieminen J.,Vassallo-Arguello M.,26,107,7,5,6,1,3,6,7,6,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez F.,Andujar P.,25,151,7,5,6,0,6,7,7,6,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Verdasco F.,Chela J.I.,23,42,7,5,4,6,6,3,7,5,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Wawrinka S.,Cilic M.,10,53,7,6,7,6,6,1,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Youzhny M.,Gonzalez M.,15,137,6,3,6,2,6,2,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Devilder N.,2,148,6,4,6,0,6,1,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Ancic M.,Marrero D.,46,267,4,6,6,0,6,3,6,2,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Ljubicic I.,Junqueira D.,30,162,6,3,6,4,6,2,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Montanes A.,1,60,6,7,6,1,6,0,6,4,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Melzer J.,Daniel M.,97,79,4,6,6,3,2,6,6,3,6,4,3,2,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Davydenko N.,Safin M.,4,73,7,6,6,2,6,2,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Gicquel M.,14,56,6,7,6,4,6,4,6,4,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Stepanek R.,Vanek J.,22,93,6,1,6,0,6,7,6,3,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Horna L.,59,102,7,6,6,4,7,5,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Ginepri R.,Andreev I.,88,27,4,6,6,2,7,6,6,2,,,3,1,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Fish M.,28,39,6,4,6,3,6,2,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrer D.,Santoro F.,5,50,6,0,6,1,6,0,,,,,3,0,Completed
31,Paris,French Open,29/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Soderling R.,Capdeville P.,44,141,6,3,6,2,6,4,,,,,3,0,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Benneteau J.,Falla A.,55,108,1,6,7,6,6,3,6,7,6,0,3,2,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,2nd Round,5,Serra F.,Hanescu V.,94,78,6,4,6,3,6,7,7,6,,,3,1,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Gulbis E.,Lapentti N.,80,69,6,3,7,5,6,2,,,,,3,0,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Nieminen J.,2,26,6,1,6,3,6,1,,,,,3,0,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Llodra M.,Bolelli S.,41,47,7,6,6,4,7,6,,,,,3,0,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Verdasco F.,Youzhny M.,23,15,7,6,5,7,7,5,6,1,,,3,1,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Almagro N.,Murray A.,20,12,6,3,6,7,6,3,7,5,,,3,1,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Mathieu P.H.,Schwank E.,19,75,6,2,6,3,3,6,7,6,,,3,1,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Odesnik W.,3,106,7,5,6,4,6,2,,,,,3,0,Completed
31,Paris,French Open,30/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Chardy J.,Tursunov D.,145,33,7,6,6,3,6,4,,,,,3,0,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Stepanek R.,Robredo T.,22,14,6,3,6,2,6,1,,,,,3,0,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrer D.,Hewitt L.,5,28,6,2,3,6,3,6,6,3,6,4,3,2,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Gonzalez F.,Wawrinka S.,25,10,5,7,2,6,6,4,6,4,6,4,3,2,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Ginepri R.,Serra F.,88,94,6,4,6,4,6,4,,,,,3,0,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Monfils G.,Melzer J.,59,97,4,6,7,5,4,6,6,0,6,2,3,2,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Ljubicic I.,Davydenko N.,30,4,4,6,2,6,6,3,6,2,6,4,3,2,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Benneteau J.,Soderling R.,55,44,1,6,7,6,6,0,6,1,,,3,1,Completed
31,Paris,French Open,31/05/2008,2008,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Ancic M.,1,46,6,3,6,4,6,2,,,,,3,0,Completed
31,Paris,French Open,01/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Gulbis E.,Llodra M.,80,41,6,4,7,6,6,3,,,,,3,0,Completed
31,Paris,French Open,01/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Mathieu P.H.,3,19,6,4,6,3,6,4,,,,,3,0,Completed
31,Paris,French Open,01/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Almagro N.,Chardy J.,20,145,7,6,7,6,7,5,,,,,3,0,Completed
31,Paris,French Open,01/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Verdasco F.,2,23,6,1,6,0,6,2,,,,,3,0,Completed
31,Paris,French Open,02/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Gonzalez F.,Ginepri R.,25,88,7,6,6,3,6,1,,,,,3,0,Completed
31,Paris,French Open,02/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Benneteau J.,1,55,6,4,7,5,7,5,,,,,3,0,Completed
31,Paris,French Open,02/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Monfils G.,Ljubicic I.,59,30,7,6,4,6,6,3,6,2,,,3,1,Completed
31,Paris,French Open,02/06/2008,2008,Grand Slam,Outdoor,Clay,4th Round,5,Ferrer D.,Stepanek R.,5,22,4,6,6,2,1,6,6,3,6,3,3,2,Completed
31,Paris,French Open,03/06/2008,2008,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Gulbis E.,3,80,7,5,7,6,7,5,,,,,3,0,Completed
31,Paris,French Open,03/06/2008,2008,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Almagro N.,2,20,6,1,6,1,6,1,,,,,3,0,Completed
31,Paris,French Open,04/06/2008,2008,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Gonzalez F.,1,25,2,6,6,2,6,3,6,4,,,3,1,Completed
31,Paris,French Open,04/06/2008,2008,Grand Slam,Outdoor,Clay,Quarterfinals,5,Monfils G.,Ferrer D.,59,5,6,3,3,6,6,3,6,1,,,3,1,Completed
31,Paris,French Open,06/06/2008,2008,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Djokovic N.,2,3,6,4,6,2,7,6,,,,,3,0,Completed
31,Paris,French Open,06/06/2008,2008,Grand Slam,Outdoor,Clay,Semifinals,5,Federer R.,Monfils G.,1,59,6,2,5,7,6,3,7,5,,,3,1,Completed
31,Paris,French Open,08/06/2008,2008,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Federer R.,2,1,6,1,6,3,6,0,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Soderling R.,Kim K,41,181,7,5,0,6,6,3,6,4,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Querrey S.,23,42,2,6,6,4,6,4,6,4,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Dabul B.,35,113,7,6,3,6,6,3,6,4,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Spadea V.,63,99,6,7,6,7,6,3,6,4,6,3,3,2,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Darcis S.,25,51,6,3,6,2,6,7,6,3,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Kamke T.,30,195,5,7,6,3,6,2,6,4,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Karanusic R.,Horna L.,111,93,7,6,6,3,6,1,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Hrbaty D.,1,273,6,3,6,2,6,2,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Zverev M.,Peya A.,92,191,6,3,6,4,6,4,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Ginepri R.,14,59,7,6,7,5,7,5,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Berlocq C.,69,90,6,3,7,6,6,4,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Bolelli S.,Bogdanovic A.,46,242,7,6,4,6,6,3,7,6,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Haase R.,27,64,6,7,6,3,6,3,6,7,6,2,3,2,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Korolev E.,20,78,4,6,6,1,6,4,3,6,7,5,3,2,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Stadler S.,Karlovic I.,172,22,4,6,7,6,6,3,7,5,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Kunitsyn I.,68,79,7,6,7,6,3,6,6,2,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Serra F.,Lu Y.H.,74,71,6,4,6,4,6,7,6,3,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Falla A.,81,106,6,3,6,7,6,0,6,4,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Sela D.,67,66,6,4,7,5,6,4,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Reynolds B.,Volandri F.,102,120,6,2,6,2,,,,,,,2,0,Retired
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Berrer M.,3,91,7,5,2,6,6,3,6,0,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Bozoljac I.,Guccione C.,197,77,3,6,6,4,6,4,6,3,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Kohlschreiber P.,18,36,6,4,6,3,6,2,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Snobel P.,62,220,6,4,6,2,6,3,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Gicquel M.,Nishikori K.,53,103,4,6,7,5,,,,,,,1,1,Retired
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Petzschner P.,Lee H.T.,118,56,6,7,6,1,6,4,,,,,2,1,Retired
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Stakhovsky S.,5,135,7,6,6,3,1,3,,,,,2,0,Retired
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Fognini F.,75,86,6,1,6,2,7,6,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Vanek J.,37,82,6,7,7,6,6,2,6,2,,,3,1,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Llodra M.,43,34,6,4,7,6,2,0,,,,,2,0,Retired
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Daniel M.,9,76,6,3,6,2,7,5,,,,,3,0,Completed
37,London,Wimbledon,23/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Dancevic F.,Nalbandian D.,95,7,6,4,6,2,6,4,,,,,3,0,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Vliegen K.,19,109,6,1,6,3,6,7,6,4,,,3,1,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Vassallo-Arguello M.,Minar I.,84,70,6,4,2,6,2,6,6,2,6,2,3,2,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Roger-Vasselin E.,55,147,6,4,6,3,7,6,,,,,3,0,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Starace P.,61,57,6,2,7,5,6,1,,,,,3,0,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Benneteau J.,32,47,6,1,7,5,6,3,,,,,3,0,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Canas G.,38,44,3,6,6,4,6,4,6,4,,,3,1,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Troicki V.,Lapentti N.,89,65,6,3,4,0,,,,,,,1,0,Retired
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Odesnik W.,28,87,6,3,,,,,,,,,1,0,Retired
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Fish M.,10,39,6,3,6,4,6,2,,,,,3,0,Completed
37,London,Wimbledon,24/06/2008,2008,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Isner J.,48,83,7,5,7,5,6,7,7,6,,,3,1,Completed
